Date 1,Date 2,Similarity
2016-09-29,2018-02-02,0.952
2017-09-29,2018-02-02,0.952
2021-09-29,2018-02-02,0.952
2018-05-30,2022-05-30,0.952
2020-10-22,2022-10-22,0.952
2020-01-08,2017-06-08,0.9519
2018-02-04,2018-07-26,0.9519
2013-11-09,2015-09-09,0.9519
2020-03-16,2017-06-16,0.9519
2017-05-07,2017-09-15,0.9519
2020-07-29,2021-07-09,0.9518
2018-12-16,2020-03-16,0.9518
2014-12-26,2015-04-06,0.9518
2020-08-06,2021-05-06,0.9518
2017-05-24,2021-09-26,0.9518
2014-09-21,2014-05-08,0.9518
2018-08-03,2020-07-03,0.9518
2014-12-30,2015-02-27,0.9518
2022-04-15,2016-07-31,0.9518
2014-12-07,2015-02-05,0.9518
2020-04-08,2018-02-16,0.9518
2022-04-14,2018-07-14,0.9517
2022-04-27,2017-09-27,0.9517
2022-04-27,2016-09-27,0.9517
2017-05-26,2020-04-06,0.9517
2021-09-24,2018-07-30,0.9517
2018-02-24,2017-09-08,0.9517
2018-02-24,2016-09-07,0.9517
2018-02-24,2017-09-07,0.9517
2018-02-24,2016-09-08,0.9517
2015-04-22,2015-06-09,0.9516
2022-04-14,2017-09-08,0.9516
2022-04-14,2017-09-07,0.9516
2022-04-14,2016-09-07,0.9516
2022-04-14,2016-09-08,0.9516
2021-08-20,2022-02-20,0.9516
2013-11-14,2014-05-14,0.9516
2016-09-22,2022-01-09,0.9516
2017-09-22,2022-01-09,0.9516
2018-10-09,2022-07-24,0.9515
2018-02-08,2021-08-07,0.9515
2021-11-10,2020-08-10,0.9515
2017-07-06,2017-03-18,0.9515
2013-11-25,2014-05-25,0.9515
2017-12-02,2018-03-02,0.9515
2014-11-06,2015-01-06,0.9514
2014-09-27,2013-11-02,0.9514
2014-09-27,2014-05-02,0.9514
2018-12-04,2020-11-03,0.9514
2020-03-03,2020-11-02,0.9513
2018-07-14,2018-02-23,0.9513
2017-04-27,2021-09-27,0.9513
2018-02-25,2021-06-28,0.9513
2018-07-12,2017-04-12,0.9513
2014-03-12,2014-05-08,0.9513
2016-08-06,2017-11-06,0.9513
2014-04-14,2013-01-24,0.9513
2020-10-07,2021-10-07,0.9513
2016-12-14,2020-01-14,0.9512
2017-09-18,2018-07-04,0.9512
2013-12-07,2014-07-07,0.9512
2017-11-11,2020-10-11,0.9512
2014-11-16,2015-01-16,0.9511
2017-09-03,2018-07-19,0.9511
2022-04-18,2018-07-18,0.9511
2017-05-27,2016-09-27,0.9511
2017-11-28,2016-07-01,0.9511
2014-10-18,2013-11-18,0.9511
2015-01-03,2013-12-03,0.9511
2022-05-09,2018-05-09,0.9511
2022-04-09,2017-05-19,0.951
2014-09-08,2015-09-22,0.951
2018-02-03,2022-04-28,0.951
2014-03-06,2014-09-26,0.951
2018-02-22,2022-10-09,0.951
2016-11-14,2020-10-29,0.9509
2016-08-18,2020-10-29,0.9509
2014-07-19,2015-01-19,0.9509
2020-04-14,2017-01-23,0.9509
2016-07-18,2022-01-17,0.9509
2014-09-21,2014-03-12,0.9509
2020-08-29,2021-05-29,0.9509
2022-04-27,2021-09-27,0.9509
2014-08-17,2015-04-17,0.9509
2014-08-25,2014-12-06,0.9509
2017-11-30,2022-07-30,0.9508
2017-11-30,2022-10-04,0.9508
2020-03-22,2022-11-21,0.9508
2020-03-22,2021-12-22,0.9508
2021-09-15,2017-05-07,0.9508
2021-08-31,2018-02-23,0.9508
2020-01-03,2020-11-02,0.9507
2018-07-23,2022-01-08,0.9507
2015-09-13,2014-09-16,0.9507
2014-10-17,2014-03-20,0.9507
2020-06-03,2022-06-03,0.9507
2014-12-14,2015-02-12,0.9506
2021-05-06,2018-08-26,0.9506
2018-08-06,2020-07-06,0.9506
2013-12-17,2014-11-17,0.9506
2018-11-22,2021-11-22,0.9506
2018-07-12,2017-01-21,0.9506
2020-04-18,2017-04-18,0.9506
2013-12-25,2014-11-25,0.9505
2015-09-02,2013-11-02,0.9505
2020-08-07,2021-05-07,0.9504
2020-01-08,2016-12-08,0.9504
2021-11-06,2018-08-26,0.9504
2018-07-14,2018-07-15,0.9503
2020-10-19,2022-10-07,0.9503
2016-11-30,2018-02-19,0.9503
2018-10-19,2020-10-07,0.9502
2014-05-07,2013-11-07,0.9502
2013-12-27,2015-01-27,0.9502
2020-10-10,2018-02-18,0.9502
2016-07-05,2018-07-22,0.9502
2015-04-05,2015-06-27,0.9502
2020-04-14,2021-09-08,0.9502
2020-04-14,2021-09-07,0.9502
2018-12-30,2020-03-30,0.9501
2015-02-14,2015-04-15,0.9501
2018-12-28,2020-01-28,0.9501
2020-11-13,2020-03-14,0.9501
2018-02-03,2016-09-28,0.9501
2018-02-03,2021-09-28,0.9501
2018-02-03,2017-09-28,0.9501
2020-01-30,2020-11-29,0.9501
2014-10-27,2014-11-08,0.95
2017-09-04,2018-02-27,0.95
2015-04-11,2014-08-11,0.95
2013-12-09,2014-07-09,0.95
2018-11-06,2021-05-06,0.95
2017-11-30,2021-10-04,0.95
2018-05-13,2022-05-13,0.9499
2017-05-04,2018-07-29,0.9499
2014-04-02,2014-10-30,0.9499
2018-07-12,2021-09-10,0.9499
2020-04-12,2018-02-21,0.9499
2015-02-09,2014-08-20,0.9498
2020-11-30,2016-12-31,0.9497
2017-01-03,2022-04-28,0.9497
2020-01-12,2021-12-12,0.9497
2020-01-12,2022-11-11,0.9497
2015-04-17,2015-02-12,0.9497
2018-07-14,2017-01-23,0.9497
2018-02-09,2021-08-05,0.9496
2022-03-17,2020-02-17,0.9496
2014-07-02,2015-01-02,0.9496
2018-02-24,2021-09-08,0.9496
2018-02-24,2021-09-07,0.9496
2021-07-12,2018-08-12,0.9496
2017-11-27,2020-10-19,0.9496
2016-11-15,2018-10-30,0.9495
2016-08-17,2018-10-30,0.9495
2018-10-12,2022-01-19,0.9495
2018-10-12,2022-04-11,0.9495
2013-12-14,2014-07-14,0.9495
2019-05-06,2019-11-16,0.9494
2017-01-23,2016-07-31,0.9494
2021-06-10,2017-11-06,0.9494
2014-10-27,2014-07-08,0.9494
2017-05-24,2017-09-26,0.9494
2017-05-24,2016-09-26,0.9494
2020-01-20,2018-12-20,0.9494
2016-11-21,2016-07-20,0.9493
2014-10-19,2015-09-19,0.9493
2017-01-12,2017-04-04,0.9493
2020-04-23,2021-08-07,0.9493
2016-07-05,2017-04-22,0.9493
2014-11-06,2014-07-06,0.9493
2018-07-13,2017-02-18,0.9493
2021-12-03,2020-01-03,0.9492
2020-01-03,2022-11-02,0.9492
2020-04-17,2018-07-17,0.9492
2021-10-14,2019-01-31,0.9492
2018-12-22,2022-11-21,0.9491
2018-12-22,2021-12-22,0.9491
2020-01-21,2020-11-20,0.9491
2016-04-21,2016-03-21,0.9491
2016-02-09,2016-05-09,0.9491
2020-04-18,2022-01-27,0.9491
2018-12-09,2016-12-09,0.9491
2019-04-28,2020-08-28,0.9491
2013-11-22,2014-05-22,0.949
2018-10-06,2017-05-20,0.949
2018-10-06,2017-04-08,0.949
2015-02-28,2015-04-01,0.949
2015-06-11,2015-04-20,0.949
2018-06-06,2022-06-06,0.9489
2017-04-05,2017-01-13,0.9489
2020-04-10,2018-10-10,0.9489
2021-12-16,2020-11-15,0.9489
2016-02-11,2016-05-11,0.9489
2021-06-05,2018-07-23,0.9489
2017-07-11,2016-07-20,0.9488
2014-05-27,2013-11-27,0.9488
2013-12-20,2015-01-20,0.9488
2022-02-12,2017-03-18,0.9487
2016-07-29,2017-11-27,0.9487
2013-12-03,2014-11-03,0.9487
2018-10-14,2021-10-14,0.9487
2021-08-20,2021-06-18,0.9486
2020-01-01,2018-12-01,0.9486
2013-12-04,2015-09-21,0.9486
2017-06-22,2020-03-22,0.9486
2015-01-04,2014-10-21,0.9485
2018-09-07,2022-09-07,0.9485
2020-05-12,2022-05-12,0.9485
2018-10-06,2017-01-16,0.9485
2017-11-27,2018-10-19,0.9485
2014-03-07,2014-10-04,0.9485
2019-02-11,2016-02-11,0.9485
2020-08-06,2021-11-06,0.9484
2021-09-15,2020-04-07,0.9484
2018-12-09,2017-06-09,0.9484
2017-06-22,2018-12-22,0.9484
2016-12-22,2020-03-22,0.9483
2022-06-30,2020-06-30,0.9483
2019-04-06,2018-11-06,0.9483
2013-11-09,2014-05-09,0.9483
2018-12-22,2020-11-21,0.9483
2018-11-04,2019-04-04,0.9483
2020-03-18,2018-12-18,0.9482
2020-11-22,2016-12-23,0.9482
2016-12-22,2018-12-22,0.9481
2020-01-22,2020-03-22,0.9481
2014-10-18,2014-09-11,0.9481
2013-11-11,2014-05-11,0.948
2017-02-10,2021-09-28,0.948
2020-08-22,2019-04-22,0.948
2015-01-01,2014-10-20,0.948
2018-11-30,2021-11-30,0.9479
2014-05-29,2014-10-29,0.9479
2018-07-09,2022-10-09,0.9479
2016-03-21,2016-06-01,0.9479
2015-01-10,2013-12-10,0.9478
2021-05-07,2020-07-02,0.9478
2022-03-14,2020-02-14,0.9478
2016-09-29,2018-07-29,0.9478
2017-09-29,2018-07-29,0.9478
2020-01-08,2021-12-08,0.9477
2020-01-08,2022-11-07,0.9477
2019-05-31,2019-03-08,0.9476
2014-03-05,2014-09-27,0.9476
2018-12-27,2020-03-27,0.9476
2014-03-07,2014-05-04,0.9476
2013-12-18,2014-11-18,0.9476
2020-01-03,2016-12-03,0.9475
2014-08-06,2014-12-26,0.9475
2020-01-24,2016-12-24,0.9475
2020-01-29,2017-11-03,0.9475
2020-04-02,2018-07-02,0.9475
2018-07-16,2017-04-16,0.9474
2018-08-02,2020-07-02,0.9474
2021-06-30,2018-02-23,0.9473
2021-06-29,2018-02-23,0.9473
2018-12-04,2020-01-04,0.9473
2022-11-30,2020-03-31,0.9473
2018-12-09,2021-12-09,0.9472
2018-12-09,2022-11-08,0.9472
2019-02-03,2016-05-03,0.9472
2021-12-04,2018-12-04,0.9472
2022-11-03,2018-12-04,0.9472
2020-11-28,2017-11-03,0.9472
2014-09-11,2014-05-18,0.9472
2018-02-25,2016-07-30,0.9472
2022-02-07,2016-07-07,0.9472
2018-02-15,2022-01-15,0.9471
2018-07-12,2018-02-21,0.9471
2018-02-17,2017-05-16,0.9471
2014-07-06,2015-01-06,0.9471
2018-02-08,2016-09-23,0.9471
2018-02-08,2017-09-23,0.9471
2021-05-09,2018-11-09,0.9471
2018-07-28,2021-09-28,0.9471
2018-11-09,2021-11-09,0.947
2014-09-23,2013-11-06,0.947
2020-09-02,2021-09-02,0.947
2020-09-02,2021-11-02,0.947
2014-12-11,2015-04-20,0.947
2020-09-02,2021-10-02,0.947
2015-01-12,2013-12-12,0.947
2013-12-11,2014-07-11,0.9469
2018-02-08,2017-08-07,0.9469
2015-04-16,2015-02-13,0.9468
2020-03-31,2020-01-31,0.9468
2015-04-25,2014-08-25,0.9468
2015-06-22,2014-12-22,0.9468
2020-03-08,2018-12-08,0.9468
2016-05-06,2016-02-06,0.9467
2015-04-29,2014-08-29,0.9467
2014-11-02,2015-01-02,0.9466
2018-03-10,2017-12-10,0.9466
2018-12-21,2020-01-21,0.9466
2017-06-03,2020-01-03,0.9466
2017-02-05,2018-07-22,0.9466
2014-08-17,2015-06-14,0.9466
2018-11-30,2021-05-30,0.9465
2018-11-28,2021-11-28,0.9465
2020-01-19,2018-12-19,0.9465
2016-12-04,2018-12-04,0.9465
2020-01-29,2022-07-03,0.9465
2014-10-17,2014-09-12,0.9465
2021-12-03,2018-12-03,0.9464
2018-12-03,2022-11-02,0.9464
2019-04-23,2020-08-23,0.9464
2020-10-10,2017-11-10,0.9464
2015-01-17,2014-11-17,0.9464
2022-01-22,2018-10-09,0.9464
2020-10-10,2022-02-19,0.9464
2014-08-14,2014-12-18,0.9464
2017-04-15,2018-02-24,0.9463
2019-04-07,2020-08-07,0.9462
2020-03-19,2021-12-19,0.9462
2020-03-19,2022-11-18,0.9462
2018-12-30,2021-12-30,0.9462
2018-12-30,2022-11-29,0.9462
2020-10-18,2016-07-12,0.9462
2022-02-23,2017-11-23,0.9462
2022-10-09,2017-11-24,0.9461
2018-02-23,2017-05-14,0.946
2020-04-08,2018-10-06,0.9459
2021-05-07,2018-11-07,0.9458
2015-06-02,2014-08-29,0.9458
2020-04-16,2017-05-13,0.9458
2021-08-20,2017-11-11,0.9458
2018-08-29,2020-07-29,0.9457
2015-02-13,2015-06-16,0.9457
2018-07-14,2021-09-08,0.9457
2018-07-14,2021-09-07,0.9457
2021-10-09,2017-11-24,0.9456
2017-11-14,2018-10-21,0.9456
2018-07-09,2021-10-09,0.9456
2018-02-22,2017-09-09,0.9456
2014-09-10,2014-05-19,0.9455
2022-02-23,2017-05-19,0.9455
2017-09-04,2018-07-18,0.9455
2017-12-16,2018-03-16,0.9455
2019-11-17,2019-05-07,0.9455
2021-12-16,2020-01-16,0.9454
2022-11-15,2020-01-16,0.9454
2018-07-14,2022-01-23,0.9453
2020-03-23,2018-12-23,0.9453
2022-04-09,2018-10-09,0.9453
2022-01-22,2020-10-09,0.9453
2015-09-30,2015-07-09,0.9453
2018-12-03,2017-06-03,0.9452
2022-01-27,2018-07-18,0.9452
2020-11-28,2022-07-03,0.9452
2018-07-09,2017-09-09,0.9452
2018-12-24,2020-11-23,0.9452
2017-08-07,2018-07-23,0.9452
2018-12-22,2020-03-22,0.9451
2018-10-30,2019-01-27,0.9451
2022-11-09,2020-03-10,0.9451
2021-12-10,2020-03-10,0.9451
2022-04-15,2018-07-14,0.9451
2018-07-14,2022-01-24,0.9451
2022-07-05,2021-09-28,0.9451
2017-04-28,2018-02-03,0.945
2017-05-05,2018-02-03,0.945
2014-10-01,2015-09-01,0.9449
2017-02-07,2018-07-23,0.9449
2020-02-09,2022-03-09,0.9449
2021-12-09,2020-01-09,0.9449
2022-11-08,2020-01-09,0.9449
2020-01-24,2018-12-24,0.9449
2014-08-01,2015-02-28,0.9449
2017-01-03,2021-09-28,0.9449
2021-05-09,2018-09-22,0.9449
2014-08-19,2015-06-12,0.9448
2016-06-03,2016-06-26,0.9448
2014-08-26,2014-02-26,0.9448
2015-09-07,2014-10-07,0.9448
2020-01-17,2017-06-17,0.9448
2018-12-03,2016-12-03,0.9448
2014-11-06,2013-12-06,0.9447
2016-02-14,2016-05-14,0.9447
2018-07-23,2021-08-07,0.9447
2017-01-03,2018-07-28,0.9447
2017-05-16,2022-04-13,0.9447
2017-05-16,2022-01-17,0.9447
2017-12-20,2018-03-20,0.9446
2022-02-05,2018-07-22,0.9446
2015-04-25,2015-02-04,0.9446
2022-10-30,2019-01-27,0.9446
2017-11-22,2022-10-13,0.9446
2017-10-10,2021-09-28,0.9445
2021-10-14,2020-10-14,0.9445
2014-12-21,2014-02-11,0.9445
2021-12-16,2020-03-16,0.9445
2022-11-15,2020-03-16,0.9445
2014-03-07,2015-09-04,0.9444
2019-04-06,2021-05-06,0.9444
2013-11-09,2014-10-09,0.9444
2017-11-22,2017-02-21,0.9444
2018-02-04,2018-02-05,0.9443
2020-03-19,2016-12-19,0.9443
2017-06-21,2020-01-21,0.9443
2021-08-20,2016-07-20,0.9443
2015-02-24,2015-04-05,0.9443
2020-01-21,2016-12-21,0.9443
2014-03-11,2014-09-22,0.9443
2017-05-28,2021-09-17,0.9442
2016-06-03,2016-04-14,0.9441
2014-07-23,2014-11-23,0.9441
2018-05-14,2022-05-14,0.9441
2014-03-15,2014-10-11,0.9441
2018-12-17,2020-11-16,0.944
2018-02-22,2017-11-24,0.944
2018-07-09,2016-11-08,0.944
2020-03-25,2017-06-25,0.9439
2020-03-24,2020-11-23,0.9439
2017-01-03,2016-09-28,0.9439
2017-01-03,2017-09-28,0.9439
2016-10-25,2022-07-08,0.9439
2020-01-19,2021-12-19,0.9439
2020-01-19,2022-11-18,0.9439
2020-03-08,2021-12-08,0.9439
2020-03-08,2022-11-07,0.9439
2019-04-19,2020-08-19,0.9438
2018-03-03,2020-02-03,0.9438
2018-12-03,2020-11-02,0.9438
2015-04-26,2014-12-05,0.9438
2015-02-08,2014-08-21,0.9438
2018-12-30,2016-12-30,0.9437
2020-03-19,2018-12-19,0.9437
2020-03-20,2020-11-19,0.9437
2018-07-13,2021-09-13,0.9437
2021-12-24,2020-03-24,0.9436
2022-11-23,2020-03-24,0.9436
2018-07-09,2021-09-09,0.9436
2018-08-24,2021-07-04,0.9436
2016-09-22,2018-07-22,0.9435
2017-09-22,2018-07-22,0.9435
2020-04-14,2022-01-24,0.9435
2015-04-12,2014-08-12,0.9435
2021-12-19,2016-12-19,0.9434
2017-11-22,2016-09-11,0.9434
2020-05-17,2022-05-17,0.9434
2018-07-14,2017-04-14,0.9434
2018-07-14,2017-05-14,0.9434
2020-01-17,2016-12-17,0.9434
2020-01-29,2018-12-29,0.9434
2020-03-10,2018-12-10,0.9433
2017-06-04,2018-12-04,0.9433
2021-10-09,2017-11-23,0.9433
2018-07-14,2020-04-15,0.9433
2017-01-12,2016-09-18,0.9433
2018-10-01,2021-10-13,0.9433
2016-06-11,2015-12-31,0.9433
2020-03-06,2017-06-06,0.9432
2014-04-23,2013-01-15,0.9432
2018-07-28,2022-01-03,0.9432
2020-04-14,2017-04-14,0.9432
2020-04-14,2017-05-14,0.9432
2020-01-29,2016-11-29,0.9432
2020-01-29,2016-08-03,0.9432
2016-10-25,2021-06-14,0.9432
2021-12-30,2020-01-30,0.9432
2020-01-30,2022-11-29,0.9432
2020-01-20,2020-11-19,0.9432
2020-01-18,2020-03-18,0.9431
2020-01-19,2017-06-19,0.9431
2020-01-19,2016-12-19,0.943
2017-01-08,2018-07-23,0.943
2020-08-06,2018-11-06,0.943
2015-09-17,2014-09-12,0.9429
2014-03-20,2015-09-17,0.9429
2017-11-22,2021-09-11,0.9429
2017-04-07,2017-05-07,0.9429
2020-01-21,2022-11-20,0.9429
2020-01-21,2021-12-21,0.9429
2017-07-17,2019-01-27,0.9429
2018-11-06,2018-08-26,0.9429
2016-08-08,2017-02-16,0.9428
2016-11-24,2017-02-16,0.9428
2017-06-30,2018-12-30,0.9428
2020-04-28,2018-02-03,0.9427
2014-11-26,2015-01-26,0.9427
2020-03-06,2016-12-06,0.9427
2017-04-15,2018-07-14,0.9427
2017-05-15,2018-07-14,0.9427
2014-10-30,2013-11-30,0.9427
2016-05-18,2019-02-18,0.9427
2014-12-11,2014-01-11,0.9426
2020-04-21,2022-04-21,0.9426
2022-01-12,2018-07-04,0.9426
2021-09-22,2018-07-22,0.9426
2018-02-22,2016-11-08,0.9425
2020-03-19,2020-11-18,0.9424
2014-11-08,2013-12-08,0.9424
2018-02-22,2017-02-23,0.9424
2021-11-19,2019-04-19,0.9424
2021-05-19,2019-04-19,0.9424
2021-05-28,2018-11-28,0.9423
2015-04-05,2014-08-05,0.9423
2020-05-06,2018-05-06,0.9423
2017-06-30,2020-01-30,0.9423
2020-02-06,2022-03-01,0.9423
2016-12-30,2020-01-30,0.9422
2014-12-13,2014-01-13,0.9422
2022-09-01,2018-09-01,0.9422
2020-03-07,2020-01-07,0.9422
2020-03-06,2021-12-06,0.9422
2020-03-06,2022-11-05,0.9422
2017-07-24,2017-05-19,0.9422
2017-07-23,2017-05-19,0.9422
2016-11-09,2017-05-19,0.9422
2017-08-23,2017-05-19,0.9422
2018-10-07,2017-03-07,0.9422
2017-01-12,2021-09-18,0.9422
2018-08-06,2021-07-26,0.9422
2020-01-29,2017-07-03,0.9422
2017-09-26,2021-09-27,0.9421
2016-09-26,2021-09-27,0.9421
2020-08-15,2021-05-15,0.9421
2015-06-11,2014-01-11,0.9421
2018-12-27,2020-01-27,0.942
2015-05-06,2014-06-06,0.942
2017-11-22,2021-08-21,0.9419
2016-11-29,2020-11-28,0.9419
2020-11-28,2016-08-03,0.9419
2021-11-07,2018-11-07,0.9419
2022-02-15,2017-02-15,0.9419
2018-12-12,2016-12-12,0.9419
2018-12-12,2017-06-12,0.9419
2016-10-25,2017-02-16,0.9419
2020-03-18,2021-12-18,0.9419
2020-10-09,2017-11-24,0.9419
2022-11-09,2016-12-10,0.9418
2021-12-10,2016-12-10,0.9418
2014-12-16,2015-02-13,0.9418
2021-06-30,2020-04-14,0.9418
2020-04-14,2021-06-29,0.9418
2017-05-19,2017-09-09,0.9417
2014-12-17,2014-01-17,0.9417
2018-11-02,2019-04-02,0.9417
2020-08-09,2018-09-22,0.9416
2020-03-18,2016-12-18,0.9416
2015-06-18,2014-01-18,0.9416
2017-03-19,2020-10-07,0.9416
2017-07-27,2020-10-07,0.9416
2020-11-28,2018-12-29,0.9416
2020-04-21,2018-07-21,0.9415
2017-04-14,2020-04-15,0.9415
2020-04-15,2017-05-14,0.9415
2020-01-06,2016-12-06,0.9415
2017-11-09,2018-10-24,0.9414
2014-12-27,2015-04-05,0.9414
2022-02-15,2021-06-13,0.9414
2020-04-14,2022-01-23,0.9414
2022-04-23,2018-07-23,0.9414
2016-08-08,2021-06-14,0.9414
2016-11-24,2021-06-14,0.9414
2013-12-08,2014-07-08,0.9414
2018-07-09,2017-11-24,0.9414
2020-04-18,2022-04-18,0.9413
2014-09-25,2015-09-04,0.9413
2014-07-16,2013-12-16,0.9413
2019-04-07,2021-07-22,0.9413
2014-06-18,2014-04-06,0.9412
2018-07-13,2022-02-18,0.9412
2014-12-02,2014-08-29,0.9412
2014-11-26,2013-12-26,0.9412
2014-11-29,2015-01-29,0.9411
2018-07-09,2017-02-23,0.9411
2020-01-23,2018-12-23,0.9411
2017-08-29,2020-10-07,0.9411
2021-09-08,2018-02-23,0.941
2021-09-07,2018-02-23,0.941
2017-11-22,2022-07-22,0.941
2017-07-24,2018-10-09,0.941
2017-07-23,2018-10-09,0.941
2016-11-09,2018-10-09,0.941
2017-08-23,2018-10-09,0.941
2017-12-27,2022-03-27,0.941
2018-12-17,2016-12-17,0.941
2017-06-17,2018-12-17,0.9409
2021-09-27,2022-01-05,0.9409
2020-08-12,2021-05-12,0.9409
2020-04-18,2018-02-27,0.9409
2020-01-15,2020-03-15,0.9408
2018-02-08,2020-04-23,0.9408
2020-08-18,2021-07-13,0.9408
2016-08-08,2022-07-08,0.9407
2016-11-24,2022-07-08,0.9407
2021-09-27,2022-04-26,0.9407
2014-12-08,2014-01-08,0.9407
2015-04-06,2014-02-06,0.9407
2020-01-19,2020-03-19,0.9407
2017-05-24,2017-05-27,0.9406
2018-02-08,2017-02-07,0.9406
2018-03-13,2020-02-13,0.9406
2018-12-16,2017-06-16,0.9405
2021-12-17,2020-01-17,0.9405
2020-01-17,2022-11-16,0.9405
2021-08-10,2021-09-28,0.9404
2015-01-13,2014-11-13,0.9404
2018-07-14,2017-10-31,0.9404
2018-07-14,2017-08-31,0.9404
2017-03-30,2019-01-27,0.9404
2018-02-08,2017-05-23,0.9404
2018-02-08,2017-04-23,0.9404
2020-07-16,2018-08-16,0.9403
2015-02-07,2015-04-22,0.9403
2014-08-13,2014-12-19,0.9403
2020-04-14,2018-07-15,0.9403
2015-06-07,2014-08-24,0.9402
2018-12-14,2020-03-14,0.9402
2020-04-14,2016-09-07,0.9402
2020-04-14,2017-09-07,0.9402
2020-04-14,2016-09-08,0.9402
2017-09-03,2017-01-28,0.9402
2022-02-10,2021-09-28,0.9402
2018-08-03,2021-07-23,0.9401
2014-12-27,2014-02-05,0.94
2018-11-22,2019-04-22,0.94
2021-10-20,2018-10-20,0.94
2017-11-21,2020-10-14,0.94
2014-11-09,2013-12-09,0.94
2014-10-23,2013-11-23,0.94
2017-07-03,2020-11-28,0.9398
2019-04-16,2020-08-16,0.9398
2016-05-12,2016-02-12,0.9398
2018-02-04,2022-01-05,0.9398
2021-12-24,2016-12-24,0.9398
2022-11-23,2016-12-24,0.9398
2020-03-13,2018-12-13,0.9398
2020-04-14,2017-10-31,0.9397
2020-04-14,2017-08-31,0.9397
2018-08-29,2021-11-03,0.9397
2015-04-14,2014-01-18,0.9397
2020-02-20,2022-03-20,0.9397
2022-01-12,2018-02-12,0.9397
2018-02-05,2018-07-26,0.9396
2016-12-27,2020-03-27,0.9395
2021-09-20,2018-07-02,0.9395
2018-07-14,2021-08-31,0.9395
2014-02-12,2014-12-20,0.9395
2018-02-24,2020-04-14,0.9394
2015-01-01,2013-11-20,0.9394
2017-06-06,2020-01-06,0.9394
2014-12-07,2014-08-24,0.9393
2014-09-25,2014-10-04,0.9393
2014-05-17,2014-03-20,0.9393
2017-09-03,2017-05-09,0.9393
2016-07-10,2020-04-28,0.9393
2018-10-03,2017-11-01,0.9393
2020-03-17,2018-12-17,0.9393
2019-01-23,2016-08-13,0.9392
2019-01-23,2016-11-19,0.9392
2017-11-23,2022-10-09,0.9392
2017-12-03,2018-03-03,0.9392
2018-02-04,2017-04-26,0.9392
2014-01-14,2015-06-14,0.9392
2014-12-26,2014-02-06,0.9391
2017-04-26,2017-05-27,0.9391
2015-06-26,2014-02-06,0.9391
2022-04-26,2017-05-27,0.9391
2018-10-30,2016-10-30,0.9391
2018-02-22,2017-11-23,0.9391
2020-03-10,2017-06-10,0.939
2014-10-02,2014-03-05,0.939
2016-08-08,2022-10-25,0.939
2016-11-24,2022-10-25,0.939
2018-02-08,2021-06-05,0.9389
2015-06-17,2014-02-15,0.9389
2017-11-27,2018-10-07,0.9389
2019-04-07,2020-07-02,0.9389
2014-09-25,2014-05-04,0.9389
2022-07-17,2019-01-27,0.9389
2014-05-17,2014-09-12,0.9389
2017-05-23,2016-07-07,0.9389
2017-11-22,2021-10-12,0.9388
2021-12-09,2020-03-09,0.9388
2022-11-08,2020-03-09,0.9388
2020-08-07,2020-07-02,0.9388
2017-06-19,2021-12-19,0.9388
2017-06-19,2022-11-18,0.9388
2018-07-12,2020-04-12,0.9388
2016-12-19,2022-11-18,0.9388
2015-01-15,2013-12-15,0.9388
2018-02-04,2022-04-26,0.9387
2018-12-06,2016-12-06,0.9387
2014-09-22,2015-09-07,0.9387
2022-04-26,2017-01-04,0.9387
2017-11-17,2019-01-27,0.9387
2017-09-20,2018-07-02,0.9387
2018-07-02,2016-09-20,0.9387
2022-04-14,2020-04-15,0.9386
2022-12-12,2022-10-22,0.9386
2018-03-01,2020-02-06,0.9385
2014-01-17,2015-06-17,0.9385
2018-10-17,2021-10-17,0.9385
2014-01-01,2015-06-01,0.9384
2017-11-27,2020-10-07,0.9384
2015-06-22,2014-01-22,0.9384
2020-01-06,2022-11-05,0.9383
2014-02-26,2015-06-05,0.9382
2018-10-18,2016-07-12,0.9382
2017-02-10,2016-09-28,0.9382
2017-02-10,2017-09-28,0.9382
2018-12-06,2017-06-06,0.9382
2017-05-30,2021-09-19,0.9382
2015-02-03,2014-02-26,0.9382
2017-09-03,2017-04-19,0.9382
2017-05-23,2017-01-08,0.9381
2017-04-23,2017-01-08,0.9381
2013-11-22,2014-09-08,0.9381
2022-12-12,2016-10-22,0.9381
2020-10-01,2021-10-13,0.9381
2020-07-29,2018-11-03,0.9381
2014-12-05,2014-02-26,0.9381
2020-07-17,2018-08-17,0.9381
2018-10-07,2016-10-07,0.938
2022-07-06,2020-10-18,0.938
2015-02-08,2015-07-31,0.938
2016-10-25,2021-10-25,0.9379
2015-07-09,2014-10-30,0.9379
2020-08-12,2018-11-12,0.9379
2015-05-10,2014-06-10,0.9379
2014-02-12,2015-06-20,0.9379
2017-10-31,2020-04-15,0.9379
2020-04-15,2017-08-31,0.9379
2015-06-10,2014-01-10,0.9379
2015-06-21,2014-02-11,0.9379
2022-12-12,2017-07-12,0.9378
2020-03-27,2020-01-27,0.9378
2018-12-27,2022-11-26,0.9378
2018-12-27,2021-12-27,0.9378
2020-05-14,2022-05-14,0.9378
2015-01-18,2014-11-18,0.9378
2020-01-11,2018-12-11,0.9377
2014-08-17,2015-02-12,0.9376
2022-06-28,2018-06-28,0.9376
2021-06-05,2017-01-08,0.9376
2021-12-17,2018-12-17,0.9376
2018-12-17,2022-11-16,0.9376
